Date,Country,Rating
2022-11-01,ESP,A
2022-11-01,EST,AA-
2022-11-01,ETH,CCC
2022-11-01,FIN,AA+
2022-11-01,FRA,AA
2022-11-01,GBR,AA
2022-11-01,GHA,CCC+
2022-11-01,GRC,BB+
2022-11-01,HKG,AA+
2022-11-01,HRV,BBB+
2022-11-01,HUN,BBB
2022-11-01,IDN,BBB
2022-11-01,IRL,AA-
2022-11-01,ISL,A
2022-11-01,ISR,AA-
2022-11-01,ITA,BBB
2022-11-01,JPN,A+
2022-11-01,KEN,B
2022-11-01,KOR,AA
2022-11-01,KWT,A+
2022-11-01,LTU,A+
2022-11-01,LUX,AAA
2022-11-01,LVA,A+
2022-11-01,MAR,BB+
2022-11-01,MEX,BBB
2022-11-01,MLT,A-
2022-11-01,MYS,A-
2022-11-01,NGA,B-
2022-11-01,NLD,AAA
2022-11-01,NOR,AAA
2022-11-01,PER,BBB
2022-11-01,PHL,BBB+
2022-11-01,POL,A-
2022-11-01,PRT,BBB+
2022-11-01,QAT,AA
2022-11-01,ROU,BBB-
2022-11-01,RUS,NR
2022-11-01,SAU,A-
2022-11-01,SGP,AAA
2022-11-01,SVK,A+
2022-11-01,SVN,AA-
2022-11-01,SWE,AAA
2022-11-01,THA,BBB+
2022-11-01,TUR,B
2022-11-01,TWN,AA+
2022-11-01,UKR,CCC+
2022-11-01,URY,BBB
2022-11-01,USA,AA+
2022-11-01,VNM,BB+
2022-11-01,ZAF,BB-
2022-12-01,ARE,AA
2022-12-01,ARG,CCC+
2022-12-01,AUT,AA+
2022-12-01,BEL,AA
2022-12-01,BGR,BBB
2022-12-01,BRA,BB-
2022-12-01,CAN,AAA
2022-12-01,CHE,AAA
2022-12-01,CHL,A
2022-12-01,CHN,A+
2022-12-01,COL,BB+
2022-12-01,CYP,BBB
2022-12-01,CZE,AA-
2022-12-01,DEU,AAA
2022-12-01,DNK,AAA
2022-12-01,EGY,B
2022-12-01,ESP,A
2022-12-01,EST,AA-
2022-12-01,ETH,CCC
2022-12-01,FIN,AA+
2022-12-01,FRA,AA
2022-12-01,GBR,AA
2022-12-01,GHA,CC
2022-12-01,GHA,SD
2022-12-01,GRC,BB+
2022-12-01,HKG,AA+
2022-12-01,HRV,BBB+
2022-12-01,HUN,BBB
2022-12-01,IDN,BBB
2022-12-01,IRL,AA-
2022-12-01,ISL,A
2022-12-01,ISR,AA-
2022-12-01,ITA,BBB
2022-12-01,JPN,A+
2022-12-01,KEN,B
2022-12-01,KOR,AA
2022-12-01,KWT,A+
2022-12-01,LTU,A+
2022-12-01,LUX,AAA
2022-12-01,LVA,A+
2022-12-01,MAR,BB+
2022-12-01,MEX,BBB
2022-12-01,MLT,A-
2022-12-01,MYS,A-
2022-12-01,NGA,B-
2022-12-01,NLD,AAA
2022-12-01,NOR,AAA
2022-12-01,PER,BBB
2022-12-01,PHL,BBB+
2022-12-01,POL,A-
2022-12-01,PRT,BBB+
2022-12-01,QAT,AA
2022-12-01,ROU,BBB-
2022-12-01,RUS,NR
2022-12-01,SAU,A-
2022-12-01,SGP,AAA
2022-12-01,SVK,A+
2022-12-01,SVN,AA-
2022-12-01,SWE,AAA
2022-12-01,THA,BBB+
2022-12-01,TUR,B
2022-12-01,TWN,AA+
2022-12-01,UKR,CCC+
2022-12-01,URY,BBB
2022-12-01,USA,AA+
2022-12-01,VNM,BB+
2022-12-01,ZAF,BB-
2023-01-01,ARE,AA
2023-01-01,ARG,CCC+
2023-01-01,AUT,AA+
2023-01-01,BEL,AA
2023-01-01,BGR,BBB
2023-01-01,BRA,BB-
2023-01-01,CAN,AAA
2023-01-01,CHE,AAA
2023-01-01,CHL,A
2023-01-01,CHN,A+
2023-01-01,COL,BB+
2023-01-01,CYP,BBB
2023-01-01,CZE,AA-
2023-01-01,DEU,AAA
2023-01-01,DNK,AAA
2023-01-01,EGY,B
2023-01-01,ESP,A
2023-01-01,EST,AA-
2023-01-01,ETH,CCC
2023-01-01,FIN,AA+
2023-01-01,FRA,AA
2023-01-01,GBR,AA
2023-01-01,GHA,SD
2023-01-01,GRC,BB+
2023-01-01,HKG,AA+
2023-01-01,HRV,BBB+
2023-01-01,HUN,BBB-
2023-01-01,IDN,BBB
2023-01-01,IRL,AA-
2023-01-01,ISL,A
2023-01-01,ISR,AA-
2023-01-01,ITA,BBB
2023-01-01,JPN,A+
2023-01-01,KEN,B
2023-01-01,KOR,AA
2023-01-01,KWT,A+
2023-01-01,LTU,A+
2023-01-01,LUX,AAA
2023-01-01,LVA,A+
2023-01-01,MAR,BB+
2023-01-01,MEX,BBB
2023-01-01,MLT,A-
2023-01-01,MYS,A-
2023-01-01,NGA,B-
2023-01-01,NLD,AAA
2023-01-01,NOR,AAA
2023-01-01,PER,BBB
2023-01-01,PHL,BBB+
2023-01-01,POL,A-
2023-01-01,PRT,BBB+
2023-01-01,QAT,AA
2023-01-01,ROU,BBB-
2023-01-01,RUS,NR
2023-01-01,SAU,A-
2023-01-01,SGP,AAA
2023-01-01,SVK,A+
2023-01-01,SVN,AA-
2023-01-01,SWE,AAA
2023-01-01,THA,BBB+
2023-01-01,TUR,B
2023-01-01,TWN,AA+
2023-01-01,UKR,CCC+
2023-01-01,URY,BBB
2023-01-01,USA,AA+
2023-01-01,VNM,BB+
2023-01-01,ZAF,BB-
2023-02-01,ARE,AA
2023-02-01,ARG,CCC+
2023-02-01,AUT,AA+
2023-02-01,BEL,AA
2023-02-01,BGR,BBB
2023-02-01,BRA,BB-
2023-02-01,CAN,AAA
2023-02-01,CHE,AAA
2023-02-01,CHL,A
2023-02-01,CHN,A+
2023-02-01,COL,BB+
2023-02-01,CYP,BBB
2023-02-01,CZE,AA-
2023-02-01,DEU,AAA
2023-02-01,DNK,AAA
2023-02-01,EGY,B
2023-02-01,ESP,A
2023-02-01,EST,AA-
2023-02-01,ETH,CCC
2023-02-01,FIN,AA+
2023-02-01,FRA,AA
2023-02-01,GBR,AA
2023-02-01,GHA,SD
2023-02-01,GRC,BB+
2023-02-01,HKG,AA+
2023-02-01,HRV,BBB+
2023-02-01,HUN,BBB-
2023-02-01,IDN,BBB
2023-02-01,IRL,AA-
2023-02-01,ISL,A
2023-02-01,ISR,AA-
2023-02-01,ITA,BBB
2023-02-01,JPN,A+
2023-02-01,KEN,B
2023-02-01,KOR,AA
2023-02-01,KWT,A+
2023-02-01,LTU,A+
2023-02-01,LUX,AAA
2023-02-01,LVA,A+
2023-02-01,MAR,BB+
2023-02-01,MEX,BBB
2023-02-01,MLT,A-
2023-02-01,MYS,A-
2023-02-01,NGA,B-
2023-02-01,NLD,AAA
2023-02-01,NOR,AAA
2023-02-01,PER,BBB
2023-02-01,PHL,BBB+
2023-02-01,POL,A-
2023-02-01,PRT,BBB+
2023-02-01,QAT,AA
2023-02-01,ROU,BBB-
2023-02-01,RUS,NR
2023-02-01,SAU,A-
2023-02-01,SGP,AAA
2023-02-01,SVK,A+
2023-02-01,SVN,AA-
2023-02-01,SWE,AAA
2023-02-01,THA,BBB+
2023-02-01,TUR,B
2023-02-01,TWN,AA+
2023-02-01,UKR,CCC+
2023-02-01,URY,BBB
2023-02-01,USA,AA+
2023-02-01,VNM,BB+
2023-02-01,ZAF,BB-
2023-03-01,ARE,AA
2023-03-01,ARG,CCC-
2023-03-01,AUT,AA+
2023-03-01,BEL,AA
2023-03-01,BGR,BBB
2023-03-01,BRA,BB-
2023-03-01,CAN,AAA
2023-03-01,CHE,AAA
2023-03-01,CHL,A
2023-03-01,CHN,A+
2023-03-01,COL,BB+
2023-03-01,CYP,BBB
2023-03-01,CZE,AA-
2023-03-01,DEU,AAA
2023-03-01,DNK,AAA
2023-03-01,EGY,B
2023-03-01,ESP,A
2023-03-01,EST,AA-
2023-03-01,ETH,CCC
2023-03-01,FIN,AA+
2023-03-01,FRA,AA
2023-03-01,GBR,AA
2023-03-01,GHA,SD
2023-03-01,GRC,BB+
2023-03-01,HKG,AA+
2023-03-01,HRV,BBB+
2023-03-01,HUN,BBB-
2023-03-01,IDN,BBB
2023-03-01,IRL,AA-
2023-03-01,ISL,A
2023-03-01,ISR,AA-
2023-03-01,ITA,BBB
2023-03-01,JPN,A+
2023-03-01,KEN,B
2023-03-01,KOR,AA
2023-03-01,KWT,A+
2023-03-01,LTU,A+
2023-03-01,LUX,AAA
2023-03-01,LVA,A+
2023-03-01,MAR,BB+
2023-03-01,MEX,BBB
2023-03-01,MLT,A-
2023-03-01,MYS,A-
2023-03-01,NGA,B-
2023-03-01,NLD,AAA
2023-03-01,NOR,AAA
2023-03-01,PER,BBB
2023-03-01,PHL,BBB+
2023-03-01,POL,A-
2023-03-01,PRT,BBB+
2023-03-01,QAT,AA
2023-03-01,ROU,BBB-
2023-03-01,RUS,NR
2023-03-01,SAU,A
2023-03-01,SGP,AAA
2023-03-01,SVK,A+
2023-03-01,SVN,AA-
2023-03-01,SWE,AAA
2023-03-01,THA,BBB+
2023-03-01,TUR,B
2023-03-01,TWN,AA+
2023-03-01,UKR,CCC+
2023-03-01,URY,BBB
2023-03-01,USA,AA+
2023-03-01,VNM,BB+
2023-03-01,ZAF,BB-
2023-04-01,ARE,AA
2023-04-01,ARG,CCC-
2023-04-01,AUT,AA+
2023-04-01,BEL,AA
2023-04-01,BGR,BBB
2023-04-01,BRA,BB-
2023-04-01,CAN,AAA
2023-04-01,CHE,AAA
2023-04-01,CHL,A
2023-04-01,CHN,A+
2023-04-01,COL,BB+
2023-04-01,CYP,BBB
2023-04-01,CZE,AA-
2023-04-01,DEU,AAA
2023-04-01,DNK,AAA
2023-04-01,EGY,B
2023-04-01,ESP,A
2023-04-01,EST,AA-
2023-04-01,ETH,CCC
2023-04-01,FIN,AA+
2023-04-01,FRA,AA
2023-04-01,GBR,AA
2023-04-01,GHA,SD
2023-04-01,GRC,BB+
2023-04-01,HKG,AA+
2023-04-01,HRV,BBB+
2023-04-01,HUN,BBB-
2023-04-01,IDN,BBB
2023-04-01,IRL,AA-
2023-04-01,ISL,A
2023-04-01,ISR,AA-
2023-04-01,ITA,BBB
2023-04-01,JPN,A+
2023-04-01,KEN,B
2023-04-01,KOR,AA
2023-04-01,KWT,A+
2023-04-01,LTU,A+
2023-04-01,LUX,AAA
2023-04-01,LVA,A+
2023-04-01,MAR,BB+
2023-04-01,MEX,BBB
2023-04-01,MLT,A-
2023-04-01,MYS,A-
2023-04-01,NGA,B-
2023-04-01,NLD,AAA
2023-04-01,NOR,AAA
2023-04-01,PER,BBB
2023-04-01,PHL,BBB+
2023-04-01,POL,A-
2023-04-01,PRT,BBB+
2023-04-01,QAT,AA
2023-04-01,ROU,BBB-
2023-04-01,RUS,NR
2023-04-01,SAU,A
2023-04-01,SGP,AAA
2023-04-01,SVK,A+
2023-04-01,SVN,AA-
2023-04-01,SWE,AAA
2023-04-01,THA,BBB+
2023-04-01,TUR,B
2023-04-01,TWN,AA+
2023-04-01,UKR,CCC
2023-04-01,URY,BBB+
2023-04-01,USA,AA+
2023-04-01,VNM,BB+
2023-04-01,ZAF,BB-
2023-05-01,ARE,AA
2023-05-01,ARG,CCC-
2023-05-01,AUT,AA+
2023-05-01,BEL,AA
2023-05-01,BGR,BBB
2023-05-01,BRA,BB-
2023-05-01,CAN,AAA
2023-05-01,CHE,AAA
2023-05-01,CHL,A
2023-05-01,CHN,A+
2023-05-01,COL,BB+
2023-05-01,CYP,BBB
2023-05-01,CZE,AA-
2023-05-01,DEU,AAA
2023-05-01,DNK,AAA
2023-05-01,EGY,B
2023-05-01,ESP,A
2023-05-01,EST,AA-
2023-05-01,ETH,CCC
2023-05-01,FIN,AA+
2023-05-01,FRA,AA
2023-05-01,GBR,AA
2023-05-01,GHA,SD
2023-05-01,GRC,BB+
2023-05-01,HKG,AA+
2023-05-01,HRV,BBB+
2023-05-01,HUN,BBB-
2023-05-01,IDN,BBB
2023-05-01,IRL,AA
2023-05-01,ISL,A
2023-05-01,ISR,AA-
2023-05-01,ITA,BBB
2023-05-01,JPN,A+
2023-05-01,KEN,B
2023-05-01,KOR,AA
2023-05-01,KWT,A+
2023-05-01,LTU,A+
2023-05-01,LUX,AAA
2023-05-01,LVA,A+
2023-05-01,MAR,BB+
2023-05-01,MEX,BBB
2023-05-01,MLT,A-
2023-05-01,MYS,A-
2023-05-01,NGA,B-
2023-05-01,NLD,AAA
2023-05-01,NOR,AAA
2023-05-01,PER,BBB
2023-05-01,PHL,BBB+
2023-05-01,POL,A-
2023-05-01,PRT,BBB+
2023-05-01,QAT,AA
2023-05-01,ROU,BBB-
2023-05-01,RUS,NR
2023-05-01,SAU,A
2023-05-01,SGP,AAA
2023-05-01,SVK,A+
2023-05-01,SVN,AA-
2023-05-01,SWE,AAA
2023-05-01,THA,BBB+
2023-05-01,TUR,B
2023-05-01,TWN,AA+
2023-05-01,UKR,CCC
2023-05-01,URY,BBB+
2023-05-01,USA,AA+
2023-05-01,VNM,BB+
2023-05-01,ZAF,BB-
2023-06-01,ARE,AA
2023-06-01,ARG,CCC-
2023-06-01,AUT,AA+
2023-06-01,BEL,AA
2023-06-01,BGR,BBB
2023-06-01,BRA,BB-
2023-06-01,CAN,AAA
2023-06-01,CHE,AAA
2023-06-01,CHL,A
2023-06-01,CHN,A+
2023-06-01,COL,BB+
2023-06-01,CYP,BBB
2023-06-01,CZE,AA-
2023-06-01,DEU,AAA
2023-06-01,DNK,AAA
2023-06-01,EGY,B
2023-06-01,ESP,A
2023-06-01,EST,AA-
2023-06-01,ETH,CCC
2023-06-01,FIN,AA+
2023-06-01,FRA,AA
2023-06-01,GBR,AA
2023-06-01,GHA,SD
2023-06-01,GRC,BB+
2023-06-01,HKG,AA+
2023-06-01,HRV,BBB+
2023-06-01,HUN,BBB-
2023-06-01,IDN,BBB
2023-06-01,IRL,AA
2023-06-01,ISL,A
2023-06-01,ISR,AA-
2023-06-01,ITA,BBB
2023-06-01,JPN,A+
2023-06-01,KEN,B
2023-06-01,KOR,AA
2023-06-01,KWT,A+
2023-06-01,LTU,A+
2023-06-01,LUX,AAA
2023-06-01,LVA,A+
2023-06-01,MAR,BB+
2023-06-01,MEX,BBB
2023-06-01,MLT,A-
2023-06-01,MYS,A-
2023-06-01,NGA,B-
2023-06-01,NLD,AAA
2023-06-01,NOR,AAA
2023-06-01,PER,BBB
2023-06-01,PHL,BBB+
2023-06-01,POL,A-
2023-06-01,PRT,BBB+
2023-06-01,QAT,AA
2023-06-01,ROU,BBB-
2023-06-01,RUS,NR
2023-06-01,SAU,A
2023-06-01,SGP,AAA
2023-06-01,SVK,A+
2023-06-01,SVN,AA-
2023-06-01,SWE,AAA
2023-06-01,THA,BBB+
2023-06-01,TUR,B
2023-06-01,TWN,AA+
2023-06-01,UKR,CCC
2023-06-01,URY,BBB+
2023-06-01,USA,AA+
2023-06-01,VNM,BB+
2023-06-01,ZAF,BB-
2023-07-01,ARE,AA
2023-07-01,ARG,CCC-
2023-07-01,AUT,AA+
2023-07-01,BEL,AA
2023-07-01,BGR,BBB
2023-07-01,BRA,BB-
2023-07-01,CAN,AAA
2023-07-01,CHE,AAA
2023-07-01,CHL,A
2023-07-01,CHN,A+
2023-07-01,COL,BB+
2023-07-01,CYP,BBB
2023-07-01,CZE,AA-
2023-07-01,DEU,AAA
2023-07-01,DNK,AAA
2023-07-01,EGY,B
2023-07-01,ESP,A
2023-07-01,EST,AA-
2023-07-01,ETH,CCC
2023-07-01,FIN,AA+
2023-07-01,FRA,AA
2023-07-01,GBR,AA
2023-07-01,GHA,SD
2023-07-01,GRC,BB+
2023-07-01,HKG,AA+
2023-07-01,HRV,BBB+
2023-07-01,HUN,BBB-
2023-07-01,IDN,BBB
2023-07-01,IRL,AA
2023-07-01,ISL,A
2023-07-01,ISR,AA-
2023-07-01,ITA,BBB
2023-07-01,JPN,A+
2023-07-01,KEN,B
2023-07-01,KOR,AA
2023-07-01,KWT,A+
2023-07-01,LTU,A+
2023-07-01,LUX,AAA
2023-07-01,LVA,A+
2023-07-01,MAR,BB+
2023-07-01,MEX,BBB
2023-07-01,MLT,A-
2023-07-01,MYS,A-
2023-07-01,NGA,B-
2023-07-01,NLD,AAA
2023-07-01,NOR,AAA
2023-07-01,PER,BBB
2023-07-01,PHL,BBB+
2023-07-01,POL,A-
2023-07-01,PRT,BBB+
2023-07-01,QAT,AA
2023-07-01,ROU,BBB-
2023-07-01,RUS,NR
2023-07-01,SAU,A
2023-07-01,SGP,AAA
2023-07-01,SVK,A+
2023-07-01,SVN,AA-
2023-07-01,SWE,AAA
2023-07-01,THA,BBB+
2023-07-01,TUR,B
2023-07-01,TWN,AA+
2023-07-01,UKR,CCC
2023-07-01,URY,BBB+
2023-07-01,USA,AA+
2023-07-01,VNM,BB+
2023-07-01,ZAF,BB-
2023-08-01,ARE,AA
2023-08-01,ARG,CCC-
2023-08-01,AUT,AA+
2023-08-01,BEL,AA
2023-08-01,BGR,BBB
2023-08-01,BRA,BB-
2023-08-01,CAN,AAA
2023-08-01,CHE,AAA
2023-08-01,CHL,A
2023-08-01,CHN,A+
2023-08-01,COL,BB+
2023-08-01,CYP,BBB
2023-08-01,CZE,AA-
2023-08-01,DEU,AAA
2023-08-01,DNK,AAA
2023-08-01,EGY,B
2023-08-01,ESP,A
2023-08-01,EST,AA-
2023-08-01,ETH,CCC
2023-08-01,FIN,AA+
2023-08-01,FRA,AA
2023-08-01,GBR,AA
2023-08-01,GHA,SD
2023-08-01,GRC,BB+
2023-08-01,HKG,AA+
2023-08-01,HRV,BBB+
2023-08-01,HUN,BBB-
2023-08-01,IDN,BBB
2023-08-01,IRL,AA
2023-08-01,ISL,A
2023-08-01,ISR,AA-
2023-08-01,ITA,BBB
2023-08-01,JPN,A+
2023-08-01,KEN,B
2023-08-01,KOR,AA
2023-08-01,KWT,A+
2023-08-01,LTU,A+
2023-08-01,LUX,AAA
2023-08-01,LVA,A+
2023-08-01,MAR,BB+
2023-08-01,MEX,BBB
2023-08-01,MLT,A-
2023-08-01,MYS,A-
2023-08-01,NGA,B-
2023-08-01,NLD,AAA
2023-08-01,NOR,AAA
2023-08-01,PER,BBB
2023-08-01,PHL,BBB+
2023-08-01,POL,A-
2023-08-01,PRT,BBB+
2023-08-01,QAT,AA
2023-08-01,ROU,BBB-
2023-08-01,RUS,NR
2023-08-01,SAU,A
2023-08-01,SGP,AAA
2023-08-01,SVK,A+
2023-08-01,SVN,AA-
2023-08-01,SWE,AAA
2023-08-01,THA,BBB+
2023-08-01,TUR,B
2023-08-01,TWN,AA+
2023-08-01,UKR,CCC
2023-08-01,URY,BBB+
2023-08-01,USA,AA+
2023-08-01,VNM,BB+
2023-08-01,ZAF,BB-
2023-09-01,ARE,AA
2023-09-01,ARG,CCC-
2023-09-01,AUT,AA+
2023-09-01,BEL,AA
2023-09-01,BGR,BBB
2023-09-01,BRA,BB-
2023-09-01,CAN,AAA
2023-09-01,CHE,AAA
2023-09-01,CHL,A
2023-09-01,CHN,A+
2023-09-01,COL,BB+
2023-09-01,CYP,BBB
2023-09-01,CZE,AA-
2023-09-01,DEU,AAA
2023-09-01,DNK,AAA
2023-09-01,EGY,B
2023-09-01,ESP,A
2023-09-01,EST,AA-
2023-09-01,ETH,CCC
2023-09-01,FIN,AA+
2023-09-01,FRA,AA
2023-09-01,GBR,AA
2023-09-01,GHA,SD
2023-09-01,GRC,BB+
2023-09-01,HKG,AA+
2023-09-01,HRV,BBB+
2023-09-01,HUN,BBB-
2023-09-01,IDN,BBB
2023-09-01,IRL,AA
2023-09-01,ISL,A
2023-09-01,ISR,AA-
2023-09-01,ITA,BBB
2023-09-01,JPN,A+
2023-09-01,KEN,B
2023-09-01,KOR,AA
2023-09-01,KWT,A+
2023-09-01,LTU,A+
2023-09-01,LUX,AAA
2023-09-01,LVA,A+
2023-09-01,MAR,BB+
2023-09-01,MEX,BBB
2023-09-01,MLT,A-
2023-09-01,MYS,A-
2023-09-01,NGA,B-
2023-09-01,NLD,AAA
2023-09-01,NOR,AAA
2023-09-01,PER,BBB
2023-09-01,PHL,BBB+
2023-09-01,POL,A-
2023-09-01,PRT,BBB+
2023-09-01,QAT,AA
2023-09-01,ROU,BBB-
2023-09-01,RUS,NR
2023-09-01,SAU,A
2023-09-01,SGP,AAA
2023-09-01,SVK,A+
2023-09-01,SVN,AA-
2023-09-01,SWE,AAA
2023-09-01,THA,BBB+
2023-09-01,TUR,B
2023-09-01,TWN,AA+
2023-09-01,UKR,CCC
2023-09-01,URY,BBB+
2023-09-01,USA,AA+
2023-09-01,VNM,BB+
2023-09-01,ZAF,BB-
2023-10-01,ARE,AA
2023-10-01,ARG,CCC-
2023-10-01,AUT,AA+
2023-10-01,BEL,AA
2023-10-01,BGR,BBB
2023-10-01,BRA,BB-
2023-10-01,CAN,AAA
2023-10-01,CHE,AAA
2023-10-01,CHL,A
2023-10-01,CHN,A+
2023-10-01,COL,BB+
2023-10-01,CYP,BBB
2023-10-01,CZE,AA-
2023-10-01,DEU,AAA
2023-10-01,DNK,AAA
2023-10-01,EGY,B-
2023-10-01,ESP,A
2023-10-01,EST,AA-
2023-10-01,ETH,CCC
2023-10-01,FIN,AA+
2023-10-01,FRA,AA
2023-10-01,GBR,AA
2023-10-01,GHA,SD
2023-10-01,GRC,BBB-
2023-10-01,HKG,AA+
2023-10-01,HRV,BBB+
2023-10-01,HUN,BBB-
2023-10-01,IDN,BBB
2023-10-01,IRL,AA
2023-10-01,ISL,A
2023-10-01,ISR,AA-
2023-10-01,ITA,BBB
2023-10-01,JPN,A+
2023-10-01,KEN,B
2023-10-01,KOR,AA
2023-10-01,KWT,A+
2023-10-01,LTU,A+
2023-10-01,LUX,AAA
2023-10-01,LVA,A+
2023-10-01,MAR,BB+
2023-10-01,MEX,BBB
2023-10-01,MLT,A-
2023-10-01,MYS,A-
2023-10-01,NGA,B-
2023-10-01,NLD,AAA
2023-10-01,NOR,AAA
2023-10-01,PER,BBB
2023-10-01,PHL,BBB+
2023-10-01,POL,A-
2023-10-01,PRT,BBB+
2023-10-01,QAT,AA
2023-10-01,ROU,BBB-
2023-10-01,RUS,NR
2023-10-01,SAU,A
2023-10-01,SGP,AAA
2023-10-01,SVK,A+
2023-10-01,SVN,AA-
2023-10-01,SWE,AAA
2023-10-01,THA,BBB+
2023-10-01,TUR,B
2023-10-01,TWN,AA+
2023-10-01,UKR,CCC
2023-10-01,URY,BBB+
2023-10-01,USA,AA+
2023-10-01,VNM,BB+
2023-10-01,ZAF,BB-
2023-11-01,ARE,AA
2023-11-01,ARG,CCC-
2023-11-01,AUT,AA+
2023-11-01,BEL,AA
2023-11-01,BGR,BBB
2023-11-01,BRA,BB-
2023-11-01,CAN,AAA
2023-11-01,CHE,AAA
2023-11-01,CHL,A
2023-11-01,CHN,A+
2023-11-01,COL,BB+
2023-11-01,CYP,BBB
2023-11-01,CZE,AA-
2023-11-01,DEU,AAA
2023-11-01,DNK,AAA
2023-11-01,EGY,B-
2023-11-01,ESP,A
2023-11-01,EST,AA-
2023-11-01,ETH,CCC
2023-11-01,FIN,AA+
2023-11-01,FRA,AA
2023-11-01,GBR,AA
2023-11-01,GHA,SD
2023-11-01,GRC,BBB-
2023-11-01,HKG,AA+
2023-11-01,HRV,BBB+
2023-11-01,HUN,BBB-
2023-11-01,IDN,BBB
2023-11-01,IRL,AA
2023-11-01,ISL,A+
2023-11-01,ISR,AA-
2023-11-01,ITA,BBB
2023-11-01,JPN,A+
2023-11-01,KEN,B
2023-11-01,KOR,AA
2023-11-01,KWT,A+
2023-11-01,LTU,A+
2023-11-01,LUX,AAA
2023-11-01,LVA,A+
2023-11-01,MAR,BB+
2023-11-01,MEX,BBB
2023-11-01,MLT,A-
2023-11-01,MYS,A-
2023-11-01,NGA,B-
2023-11-01,NLD,AAA
2023-11-01,NOR,AAA
2023-11-01,PER,BBB
2023-11-01,PHL,BBB+
2023-11-01,POL,A-
2023-11-01,PRT,BBB+
2023-11-01,QAT,AA
2023-11-01,ROU,BBB-
2023-11-01,RUS,NR
2023-11-01,SAU,A
2023-11-01,SGP,AAA
2023-11-01,SVK,A+
2023-11-01,SVN,AA-
2023-11-01,SWE,AAA
2023-11-01,THA,BBB+
2023-11-01,TUR,B
2023-11-01,TWN,AA+
2023-11-01,UKR,CCC
2023-11-01,URY,BBB+
2023-11-01,USA,AA+
2023-11-01,VNM,BB+
2023-11-01,ZAF,BB-
2023-12-01,ARE,AA
2023-12-01,ARG,CCC-
2023-12-01,AUT,AA+
2023-12-01,BEL,AA
2023-12-01,BGR,BBB
2023-12-01,BRA,BB
2023-12-01,CAN,AAA
2023-12-01,CHE,AAA
2023-12-01,CHL,A
2023-12-01,CHN,A+
2023-12-01,COL,BB+
2023-12-01,CYP,BBB
2023-12-01,CZE,AA-
2023-12-01,DEU,AAA
2023-12-01,DNK,AAA
2023-12-01,EGY,B-
2023-12-01,ESP,A
2023-12-01,EST,AA-
2023-12-01,ETH,SD
2023-12-01,ETH,SD
2023-12-01,FIN,AA+
2023-12-01,FRA,AA
2023-12-01,GBR,AA
2023-12-01,GHA,SD
2023-12-01,GRC,BBB-
2023-12-01,HKG,AA+
2023-12-01,HRV,BBB+
2023-12-01,HUN,BBB-
2023-12-01,IDN,BBB
2023-12-01,IRL,AA
2023-12-01,ISL,A+
2023-12-01,ISR,AA-
2023-12-01,ITA,BBB
2023-12-01,JPN,A+
2023-12-01,KEN,B
2023-12-01,KOR,AA
2023-12-01,KWT,A+
2023-12-01,LTU,A+
2023-12-01,LUX,AAA
2023-12-01,LVA,A+
2023-12-01,MAR,BB+
2023-12-01,MEX,BBB
2023-12-01,MLT,A-
2023-12-01,MYS,A-
2023-12-01,NGA,B-
2023-12-01,NLD,AAA
2023-12-01,NOR,AAA
2023-12-01,PER,BBB
2023-12-01,PHL,BBB+
2023-12-01,POL,A-
2023-12-01,PRT,BBB+
2023-12-01,QAT,AA
2023-12-01,ROU,BBB-
2023-12-01,RUS,NR
2023-12-01,SAU,A
2023-12-01,SGP,AAA
2023-12-01,SVK,A+
2023-12-01,SVN,AA-
2023-12-01,SWE,AAA
2023-12-01,THA,BBB+
2023-12-01,TUR,B
2023-12-01,TWN,AA+
2023-12-01,UKR,CCC
2023-12-01,URY,BBB+
2023-12-01,USA,AA+
2023-12-01,VNM,BB+
2023-12-01,ZAF,BB-
2024-01-01,ARE,AA
2024-01-01,ARG,CCC-
2024-01-01,AUT,AA+
2024-01-01,BEL,AA
2024-01-01,BGR,BBB
2024-01-01,BRA,BB
2024-01-01,CAN,AAA
2024-01-01,CHE,AAA
2024-01-01,CHL,A
2024-01-01,CHN,A+
2024-01-01,COL,BB+
2024-01-01,CYP,BBB
2024-01-01,CZE,AA-
2024-01-01,DEU,AAA
2024-01-01,DNK,AAA
2024-01-01,EGY,B-
2024-01-01,ESP,A
2024-01-01,EST,AA-
2024-01-01,ETH,SD
2024-01-01,FIN,AA+
2024-01-01,FRA,AA
2024-01-01,GBR,AA
2024-01-01,GHA,SD
2024-01-01,GRC,BBB-
2024-01-01,HKG,AA+
2024-01-01,HRV,BBB+
2024-01-01,HUN,BBB-
2024-01-01,IDN,BBB
2024-01-01,IRL,AA
2024-01-01,ISL,A+
2024-01-01,ISR,AA-
2024-01-01,ITA,BBB
2024-01-01,JPN,A+
2024-01-01,KEN,B
2024-01-01,KOR,AA
2024-01-01,KWT,A+
2024-01-01,LTU,A+
2024-01-01,LUX,AAA
2024-01-01,LVA,A+
2024-01-01,MAR,BB+
2024-01-01,MEX,BBB
2024-01-01,MLT,A-
2024-01-01,MYS,A-
2024-01-01,NGA,B-
2024-01-01,NLD,AAA
2024-01-01,NOR,AAA
2024-01-01,PER,BBB
2024-01-01,PHL,BBB+
2024-01-01,POL,A-
2024-01-01,PRT,BBB+
2024-01-01,QAT,AA
